ch_name,co2e_value,co2e_unit,amount,declared_unit,lifecycle_boundary,checked_date_range
"生牛皮(不含養牛階段)",2.70E-1,kgCO₂e,1,公斤(kg),大門到大門,～
"水楊酸",2.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"苯甲酸",1.84E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"乙苯",2.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"硫酸鈉",2.09E-1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"氦氣",1.12E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"甲酸鈉",2.26E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"精製豬油",7.85E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"精緻牛油",6.94E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"花生油",1.95E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"優酪乳",1.95E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"住宿服務(二人房)",5.43E+1,kgCO₂e,1,每房-每天,搖籃到墳墓,2016/07/01～2017/06/30
"住宿服務(三人房)",5.72E+1,kgCO₂e,1,每房-每天,搖籃到墳墓,2016/07/01～2017/06/30
"住宿服務(四人房)",6.01E+1,kgCO₂e,1,每房-每天,搖籃到墳墓,2016/07/01～2017/06/30
"航空旅客運輸服務(松山-金門)",2.81E-1,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2016/01/01～2016/12/31
"全鋁質混凝土管（管徑300mm）",9.48E+1,kgCO₂e,1,公尺(m),搖籃到大門,2016/07/07～2017/01/14
"全鋁質混凝土管（管徑800mm）",1.99E+2,kgCO₂e,1,公尺(m),搖籃到大門,2016/07/07～2017/01/14
"鋁質水泥",1.01E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/07/07～2017/01/14
"單結晶矽電池太陽光電模組（60片6吋）",4.13E+2,kgCO₂e,1,片,搖籃到大門,2017/05/01～2017/07/31
"單結晶矽電池太陽光電模組（96片5吋）",4.17E+2,kgCO₂e,1,片,搖籃到大門,2017/05/01～2017/07/31
"薄膜型太陽光電模組",4.07E+2,kgCO₂e,1,片,搖籃到大門,2016/10/03～2017/01/12
"以柴油動力垃圾車清除運輸一般廢棄物",1.31E+0,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2016/01/01～2016/12/31
"客船服務（台東富岡-綠島）",1.16E+1,kgCO₂e,1,每人次,搖籃到墳墓,2017/06/01～2017/08/31
"烤番薯",6.56E-1,kgCO₂e,1,盒,搖籃到墳墓,2016/01/01～2016/12/31
"番薯冰烤兩吃",9.55E-2,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"住宿服務（單/兩人房）",7.50E+1,kgCO₂e,1,每房-每天,搖籃到墳墓,2016/01/01～2016/12/31
"住宿服務（四人房）",9.00E+1,kgCO₂e,1,每房-每天,搖籃到墳墓,2016/01/01～2016/12/31
"雞蛋",1.62E-1,kgCO₂e,1,顆,搖籃到墳墓,2016/06/01～2017/05/31
"廢（污）水處理服務（中部科學工業園區台中園區污水處理廠）",4.50E-1,kgCO₂e,1,立方公尺(m3),搖籃到墳墓,2015/01/01～2015/12/31
"廢（污）水處理服務（高雄市楠梓污水處理廠）",4.00E-1,kgCO₂e,1,立方公尺(m3),搖籃到墳墓,2016/01/01～2016/12/31
"廢（污）水處理服務（中部科學工業園區管理局-虎尾園區）",1.70E+0,kgCO₂e,1,立方公尺(m3),搖籃到墳墓,2016/01/01～2016/12/31
"原生木漿影印紙",3.60E+0,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"高速鐵路運輸服務",3.40E-2,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2016/01/01～2016/12/31
"柴油（於鐵路運輸與非道路運輸移動源使用，2016）",3.61E+0,kgCO₂e,1,公升(L),搖籃到大門,2016/01/01～2016/12/31
"綠茶（250ml，鋁箔包裝）",1.10E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"綠茶（300ml，鋁箔包裝）",1.20E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"奶茶(250ml，鋁箔包裝)",1.30E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"奶茶(300ml，鋁箔包裝)",1.40E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"柴油（於水路運輸移動源使用，2016）",3.37E+0,kgCO₂e,1,公升(L),搖籃到大門,2016/01/01～2016/12/31
"奶茶(375ml，鋁箔包裝)",2.00E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"紅茶(250ml，鋁箔包裝)",1.00E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"紅茶(300ml，鋁箔包裝)",1.20E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"紅茶(375ml，鋁箔包裝)",1.60E-1,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"保鮮盒",5.16E+0,kgCO₂e,1,個,搖籃到墳墓,2016/11/01～2017/10/31
"高粱酒(50％，600ml)",5.50E+0,kgCO₂e,1,瓶,搖籃到墳墓,2016/01/01～2016/12/31
"柴油（於捕撈移動源使用，2016）",3.36E+0,kgCO₂e,1,公升(L),搖籃到大門,2016/01/01～2016/12/31
"廢（污）水處理服務（臺南市政府水利局柳營區水資源回收中心）",5.00E-1,kgCO₂e,1,立方公尺(m3),搖籃到墳墓,2016/01/01～2016/12/31
"瓶裝水（600ml，PET包裝）",1.53E-1,kgCO₂e,1,瓶,搖籃到墳墓,2014/01/01～2014/12/31
"瓶裝水(1500ml，PET包裝)",2.50E-1,kgCO₂e,1,瓶,搖籃到墳墓,2014/01/01～2014/12/31
"濃硫酸",3.54E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"瓶裝水(2000ml，PET包裝)",3.68E-1,kgCO₂e,1,瓶,搖籃到墳墓,2014/01/01～2014/12/31
"2.6mm裸銅線（SCR銅）",4.28E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"豆漿(450ml，鋁箔包裝)",3.80E-1,kgCO₂e,1,盒,搖籃到墳墓,2016/01/01～2016/12/31
"3.03mm裸銅線（SCR銅）",4.16E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"8mm裸銅線（SCR銅）",4.13E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"8mm裸銅線（無氧銅）",5.13E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"封裝銅銲線",1.71E-2,kgCO₂e,1,公尺(m),搖籃到大門,2016/01/01～2016/12/31
"聚氯乙烯(PVC)合成皮（塗佈製程）",5.71E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"聚氯乙烯(PVC)合成皮（壓延製程，使用基布）",4.19E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"聚氯乙烯(PVC)合成皮（壓延製程，未使用基布）",3.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"綠茶洗髮精（1000ml）",2.70E+1,kgCO₂e,1,瓶,搖籃到墳墓,2015/01/01～2015/12/31
"過硫酸銨",6.58E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"過硫酸鈉",1.41E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"橄欖洗髮精（1000ml）",3.00E+1,kgCO₂e,1,瓶,搖籃到墳墓,2016/01/01～2016/12/31
"洗髮精（1000ml）",2.85E+1,kgCO₂e,1,瓶,搖籃到墳墓,2015/01/01～2016/12/31
"無磷無氧銅塊",4.77E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"道林紙",1.46E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2016/01/01～2016/12/31
"洗衣粉",3.80E+0,kgCO₂e,1,盒,搖籃到墳墓,2015/10/01～2016/09/30
"洗碗精（1000ml）",2.00E+0,kgCO₂e,1,瓶,搖籃到墳墓,2015/10/01～2016/09/30
"鏡面無縫紙管",2.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"工業用水（韓國，1998）",1.02E-4,kgCO₂e,1,公斤(kg),搖籃到大門,1998/01/01～1998/12/31
"飲用水（韓國，2002）",3.32E-4,kgCO₂e,1,公斤(kg),搖籃到大門,2002/01/01～2002/12/31
"柴油（未燃燒，韓國，2000）",6.82E-2,kgCO₂e,1,公斤(kg),搖籃到大門,2000/01/01～2000/12/31
"煤（未燃燒，韓國，1999）",4.80E-1,kgCO₂e,1,公斤(kg),搖籃到大門,1999/01/01～1999/12/31
"重質燃料油（未燃燒，韓國，1998）",3.25E-1,kgCO₂e,1,公斤(kg),搖籃到大門,1998/01/01～1998/12/31
"汽油（未燃燒，韓國，2000）",8.32E-2,kgCO₂e,1,公斤(kg),搖籃到大門,2000/01/01～2000/12/31
"液化天然氣（未燃燒，韓國，2006）",5.95E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2006/01/01～2006/12/31
"液化石油氣（未燃燒，韓國，2006）",3.94E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2016/01/01～2016/12/31
"液化石油氣（未燃燒，泰國，2008）",4.12E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2008/01/01～2008/12/31
"汽油（未燃燒，泰國，2005）",7.06E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2005/01/01～2005/12/31
"燃料油（未燃燒，泰國，2005）",3.05E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2005/01/01～2005/12/31
"柴油（未燃燒，泰國，2005）",3.28E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2005/01/01～2005/12/31
"電力碳足跡(2016)",6.60E-1,kgCO₂e,1,度(kwh),搖籃到大門,2016/01/01～2016/12/31
"廢棄物焚化處理服務(苗栗縣垃圾焚化廠)",3.40E+2,kgCO₂e,1,公噸(mt),搖籃到墳墓,2014/01/01～2014/12/31
"電力碳足跡(2015)",6.54E-1,kgCO₂e,1,度(kwh),搖籃到大門,2015/01/01～2015/12/31
"燃料油使用(蒸餘油/重油使用，2015)",4.00E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"柴油(未燃燒，2015)",7.52E-1,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"柴油(於固定源使用，2015)",3.45E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"柴油(於移動源使用，2015)",3.48E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"天然橡膠(乳膠)",2.71E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"銀(未鍛造)",3.19E+1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"乙二酸",4.34E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"錳(未經塑性加工)",6.98E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"車用汽油(未燃燒，2015)",6.71E-1,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"氫氧化鋁",1.05E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"矽酸鈉",1.00E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"聚對苯二甲酸丁二酯(PBT)",2.60E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"不飽和聚酯樹脂",5.50E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"車用汽油(於固定源使用，2015)",3.02E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"乙酸酐",2.69E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"丁二醇",6.29E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"聚乙二醇(PEG)",1.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"未精煉銅(供電解法精煉用之陽極銅)",7.59E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"車用汽油(於移動源使用，2015)",3.10E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"重鉻酸鉀",4.09E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"1-丁醇",2.93E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"異丁醇",2.82E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"天然氣(於固定源使用，2015)",2.61E+0,kgCO₂e,1,立方公尺(m3),搖籃到大門,2015/01/01～2015/12/31
"液化石油氣(於固定源使用，2015)",2.26E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"3.49噸常溫貨車服務(裝載率31％，包含營業據點排放)",2.18E+0,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.49噸常溫貨車服務(裝載率84％，包含營業據點排放)",8.33E-1,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.5~7.4噸常溫貨車服務(裝載率82％，包含營業據點排放)",3.16E-1,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"煤油使用(2015)",3.02E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/01/01～2015/12/31
"7.5~16噸常溫貨車服務(裝載率80％，包含營業據點排放)",2.76E-1,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.49噸低溫貨車服務(裝載率32％，包含營業據點排放)",2.71E+0,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.49噸低溫貨車服務(裝載率77％，包含營業據點排放)",1.55E+0,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.5~7.4噸低溫貨車服務(裝載率41％，包含營業據點排放)",1.15E+0,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"3.5~7.4噸低溫貨車服務(裝載率69％，包含營業據點排放)",9.59E-1,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"不鏽鋼盤元(含酸洗與退火加工製程)",1.70E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"不鏽鋼盤元(不含酸洗與退火加工製程)",1.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"晶片電阻",1.70E+2,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"過磷酸鈣",8.47E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"銅箔",1.24E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"葵花油",5.78E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"7.5~16噸低溫貨車服務(裝載率65％，包含營業據點排放)",9.61E-1,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2014/01/01～2015/12/31
"氮氣",1.30E-1,kgCO₂e,1,立方公尺(m3),搖籃到大門,2015/01/01～2015/12/31
"3.49噸多溫貨車服務(包含營業據點排放)",1.66E+0,kgCO₂e,1,延噸公里(tkm),搖籃到墳墓,2015/01/01～2015/12/31
"有機越光米",1.59E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/07/01～2013/10/31
"聚乙烯醇",3.67E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"丁腈橡膠",3.04E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"合成橡膠乳液(NBRLatex)",1.50E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"合成橡膠乳液(SBRLatex)",2.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"再生鋅錠",4.00E-2,kgCO₂e,1,公斤(kg),大門到大門,2015/01/01～2015/12/31
"紅茶",7.04E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/07/01～2013/10/31
"再生鋅合金錠",4.03E-2,kgCO₂e,1,公斤(kg),大門到大門,2015/01/01～2015/12/31
"有機三星蔥",5.58E-1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/07/01～2013/10/31
"苯乙烯單體",2.17E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"水梨",1.79E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/07/01～2013/10/31
"聚酯纖維(短纖，直紡)",5.00E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"天然棉混紡紗",4.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"精鹽(食用鹽)",1.70E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"未漂白牛皮紙袋和麻袋用紙",1.24E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2006/01/01～2006/12/31
"航空貨物運輸服務",1.16E+0,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2003/01/01～2010/01/01
"鋼胚(電弧爐製程，不分型號)",6.78E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2014/12/31
"熱軋竹節鋼筋(不分型號)",9.19E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"水泥熟料",9.48E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2015/12/31
"水泥(不分型號)",9.07E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2015/12/31
"預拌混凝土(80kgf/cm2)",2.07E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(140kgf/cm2)",1.99E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(175kgf/cm2)",1.94E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(210kgf/cm2)",2.20E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(245kgf/cm2，坍度15-17.5cm)",2.44E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(245kgf/cm2，坍度50cm)",2.52E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(280kgf/cm2)",2.63E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"預拌混凝土(420kgf/cm2)",3.83E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/08/01～2016/12/31
"水中混凝土(210kgf/cm2)",2.42E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"水中混凝土(280kgf/cm2)",2.75E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率20％)",4.31E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/08/01～2016/12/31
"受阻胺光安定劑(53gal鐵桶包裝)",5.40E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"受阻胺光安定劑(20L塑膠桶包裝)",5.51E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"受阻胺光安定劑(1噸塑膠方桶包裝)",5.33E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"苯並三唑紫外線吸收劑(53gal鐵桶包裝)",9.23E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"苯並三唑紫外線吸收劑(20L塑膠桶包裝)",9.34E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"苯並三唑紫外線吸收劑(1噸塑膠方桶包裝)",9.16E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"反應性黑色紡織染料(適用於浸染、連續染色＆冷壓染色，紙箱包裝)",1.45E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"反應性黑色紡織染料(適用於印花染色，紙箱包裝)",1.29E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"再生料-廢輪胎-再生碳黑",5.18E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2014/01/01～2014/12/31
"再生料-廢輪胎-再生裂解油(未燃燒)",3.10E+2,kgCO₂e,1,公秉(kl),搖籃到大門,2014/01/01～2014/12/31
"鋼胚(電弧爐製程，SD280W)",7.03E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"鋼胚(電弧爐製程，SD420W)",7.29E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"熱軋竹節鋼筋(SD280W)",8.74E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"熱軋竹節鋼筋(SD420W)",9.01E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"免調質鋼車用鍛造件",4.84E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/10/01～2017/03/31
"調質鋼車用鍛造件",5.70E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2016/10/01～2017/03/31
"多晶矽太陽能電池",3.14E+0,kgCO₂e,1,片,搖籃到大門,2015/01/01～2016/04/30
"單晶矽太陽能電池",3.53E+0,kgCO₂e,1,片,搖籃到大門,2015/01/01～2015/12/31
"多晶矽晶片",1.75E+2,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"IECIE3馬達(AEHF系列，4P20HP)",6.95E+2,kgCO₂e,1,台(pcs),搖籃到大門,2015/01/01～2015/12/31
"多晶矽晶碇",3.91E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"咖哩醬",2.00E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"正銀漿",1.82E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"背銀漿",1.30E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"氫氟酸，49％",3.94E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"味噌",1.14E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"素沙茶醬",1.58E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"丁腈橡膠手套",1.39E-1,kgCO₂e,1,雙,搖籃到大門,2015/01/01～2016/04/30
"鰹魚柴魚花",3.82E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"AB楞紙箱(3層2浪)",1.19E+0,kgCO₂e,1,平方公尺(m2),搖籃到大門,2015/01/01～2015/12/31
"角紙",1.14E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"紙棧板",1.23E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"緩衝材料組裝用熱熔膠",3.41E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"乙烯醋酸乙烯酯共聚物(EVA)",3.27E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"鯖魚柴魚花",3.63E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"低地板甲類市區公車運輸服務(包含營業據點及公車站點排放)",5.75E-2,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2015/01/01～2015/12/31
"乙類市區公車運輸服務(包含營業據點及公車站點排放)",7.84E-2,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2015/01/01～2015/12/31
"普通甲類市區公車運輸服務(包含營業據點及公車站點排放)",7.67E-2,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2015/01/01～2015/12/31
"石蠟",1.31E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"萬用免釘膠",5.90E-1,kgCO₂e,1,支,搖籃到墳墓,2015/09/01～2015/12/31
"廢棄物焚化處理服務(臺南市永康垃圾資源回收(焚化)廠)",3.27E+2,kgCO₂e,1,公噸(mt),搖籃到墳墓,2015/01/01～2015/12/31
"廢棄物焚化處理服務(臺南市城西垃圾焚化廠)",3.33E+2,kgCO₂e,1,公噸(mt),搖籃到墳墓,2015/01/01～2015/12/31
"綠茶擂茶",4.50E+0,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"廢(污)水處理服務(羅東地區水資源回收中心)",3.00E-1,kgCO₂e,1,立方公尺(m3),搖籃到墳墓,2015/01/01～2015/12/31
"蛋白質護髮霜",1.54E+0,kgCO₂e,1,瓶,搖籃到墳墓,2014/11/01～2015/10/31
"早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率25％)",4.43E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/08/01～2016/12/31
"早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率45％)",3.36E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/08/01～2016/12/31
"自充填預拌混凝土(350kgf/cm2)",2.95E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/10/01～2016/12/31
"自充填預拌混凝土(420kgf/cm2)",3.20E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/08/01～2016/12/31
"噴凝土(210kgf/cm2)",3.94E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"鋼纖維噴凝土(255kgf/cm2)",4.33E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"R45水泥混凝土",4.45E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2016/12/31
"氫化石油樹脂",2.73E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/01/01～2015/12/31
"洗衣粉",1.34E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/07/01～2015/06/30
"人孔底座(內徑1,800mm)",2.09E+3,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"人孔大小頭(內徑1,800mm)",5.75E+2,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度30cm，內徑1,800mm)",2.48E+2,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度60cm，內徑1,800mm)",5.01E+2,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度90cm，內徑1,800mm)",7.55E+2,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度120cm，內徑1,800mm)",9.57E+2,kgCO₂e,1,個(pcs),搖籃到大門,2016/03/21～2016/09/27
"全鋁質混凝土管(管徑1,000mm)",5.69E+2,kgCO₂e,1,公尺(m),搖籃到大門,2016/03/21～2016/09/27
"聚酯樹脂混凝土管(管徑600mm)",1.69E+2,kgCO₂e,1,公尺(m),搖籃到大門,2016/03/21～2016/09/27
"聚酯樹脂混凝土管(管徑400mm)",9.13E+1,kgCO₂e,1,公尺(m),搖籃到大門,2016/03/21～2016/09/27
"聚酯樹脂混凝土管(管徑300mm)",5.52E+1,kgCO₂e,1,公尺(m),搖籃到大門,2016/03/21～2016/09/27
