ch_name,co2e_value,co2e_unit,amount,declared_unit,lifecycle_boundary,checked_date_range
"人孔底座(內徑1,200mm)",5.54E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔大小頭(內徑1,200mm)",2.77E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度30cm，內徑1,200mm)",1.11E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度90cm，內徑1,200mm)",3.38E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度120cm，內徑1,200mm)",4.52E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔底座(內徑1,500mm)",1.12E+3,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔大小頭(內徑1,500mm)",3.93E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度30cm，內徑1,500mm)",1.64E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度60cm，內徑1,500mm)",3.33E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度90cm，內徑1,500mm)",5.01E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"人孔短管(長度120cm，內徑1,500mm)",6.69E+2,kgCO₂e,1,個,搖籃到大門,2016/03/21～2016/09/27
"咖啡菇",3.00E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(斤耳)",2.78E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"無線滑鼠",3.76E+0,kgCO₂e,1,支,搖籃到墳墓,2015/10/01～2016/06/30
"咖啡菇(冬雪菇)",2.86E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(杏鮑菇)",3.39E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(秀珍菇)",2.88E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(柳松菇)",3.22E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(珊瑚菇)",2.82E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(夏雪菇)",2.87E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(猴頭菇)",3.41E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(黑木耳)",2.79E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(豬肚菇)",3.09E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"咖啡菇(鮑魚菇)",3.20E-1,kgCO₂e,1,盒,搖籃到墳墓,2012/07/01～2013/06/30
"麵條",1.24E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"原味關廟麵",1.85E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"烏龍麵",1.85E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"芝麻油",1.40E+0,kgCO₂e,1,公斤,搖籃到墳墓,2015/01/01～2015/12/31
"芝麻油(543ml)",1.22E+0,kgCO₂e,1,瓶,搖籃到墳墓,2015/01/01～2015/12/31
"芝麻油(217ml)",6.20E-1,kgCO₂e,1,瓶,搖籃到墳墓,2015/01/01～2015/12/31
"可樂(寶特瓶裝，600ml)",3.98E-1,kgCO₂e,1,瓶,搖籃到墳墓,2015/04/01～2016/03/31
"可樂(寶特瓶裝，2L)",6.44E-1,kgCO₂e,1,瓶,搖籃到墳墓,2015/04/01～2016/03/31
"柳橙汁(寶特瓶裝，450ml)",2.54E-1,kgCO₂e,1,瓶,搖籃到墳墓,2015/04/01～2016/03/31
"刀削麵",1.13E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"意麵",1.13E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"拉麵",1.49E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"麵線",1.24E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"營養麵條",7.26E+0,kgCO₂e,1,包,搖籃到墳墓,2015/07/01～2016/06/30
"芋香米(台梗4號)",3.40E+0,kgCO₂e,1,包,搖籃到墳墓,2014/07/01～2015/06/30
"山穀米(台梗4號)",5.50E+0,kgCO₂e,1,包,搖籃到墳墓,2014/07/01～2015/06/30
"良質米(高雄139號品種)",6.50E+0,kgCO₂e,1,包,搖籃到墳墓,2014/07/01～2015/06/30
"柿餅",6.50E-1,kgCO₂e,1,盒,搖籃到墳墓,2014/01/01～2014/12/31
"客家桔醬",5.00E-1,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"大捲筒衛生紙",1.80E+0,kgCO₂e,1,捲,搖籃到墳墓,2014/01/01～2014/12/31
"抽取式衛生紙(110抽)",4.00E-1,kgCO₂e,1,包,搖籃到墳墓,2014/01/01～2015/12/31
"環保抽取式衛生紙",3.20E-1,kgCO₂e,1,包,搖籃到大門,2015/01/01～2015/12/31
"環保抽取式擦手紙巾",6.50E-1,kgCO₂e,1,包,搖籃到大門,2015/01/01～2015/12/31
"燃料油使用(含90wt％生質燃料油，2015)",3.14E+3,kgCO₂e,1,公秉(kl),搖籃到大門,2015/07/01～2015/12/31
"高山烏龍茶(無烘培-部分發酵)",5.71E+0,kgCO₂e,1,包,搖籃到墳墓,2014/05/01～2015/04/30
"高山烏龍茶(有烘培-部分發酵)",7.69E+0,kgCO₂e,1,包,搖籃到墳墓,2014/05/01～2015/04/30
"竹炭片(以土窯生產)",3.84E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"高山烏龍茶(無烘培-完全發酵)",6.30E+0,kgCO₂e,1,包,搖籃到墳墓,2014/05/01～2015/04/30
"紅殼雞蛋",1.07E-1,kgCO₂e,1,顆,搖籃到大門,2015/01/01～2015/12/31
"竹炭片(以機械窯生產)",7.62E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"有機小麥粉",1.40E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/07/01～2016/06/30
"鮮乳",2.48E+0,kgCO₂e,1,公升,搖籃到大門,2013/01/01～2013/12/31
"竹炭粒(以土窯生產)",3.42E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"有機麩皮胚芽粉",1.36E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/07/01～2016/06/30
"有機全麥粉",1.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/07/01～2016/06/30
"有機裸麥土司(常溫)",1.66E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2015/07/01～2016/06/30
"有機廢棄物免發酵轉化肥料處理服務",4.83E+1,kgCO₂e,1,公噸(mt),搖籃到墳墓,2015/01/01～2015/12/31
"豬肉(不帶骨)",3.71E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"霜降豬肉(不帶骨)",3.66E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"豬肋排(帶骨50％)",3.64E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"豬肋排(骨頭100％)",3.67E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"竹炭粒(以機械窯生產)",7.19E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"竹醋液(以土窯生產)",9.05E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"竹醋液(以機械窯生產)",1.31E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"落花生",6.80E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/07/01～2014/06/30
"豬肉",3.69E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2015/07/01～2016/06/30
"燃料油使用(蒸餘油/重油使用，2016)",3.96E+0,kgCO₂e,1,公升(L),搖籃到大門,2016/01/01～2016/12/31
"擂茶",3.64E+0,kgCO₂e,1,包,搖籃到墳墓,2016/01/01～2016/12/31
"精力湯",3.47E+0,kgCO₂e,1,包,搖籃到墳墓,2014/01/01～2014/12/31
"對苯二甲酸",1.76E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"己內醯胺",3.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"焦糖烤布丁",3.40E-1,kgCO₂e,1,個,搖籃到大門,2011/12/01～2012/11/30
"筆記型電腦電源線(含插頭端)",6.80E-1,kgCO₂e,1,條,搖籃到大門,2014/01/01～2014/12/31
"歪頭奶瓶(240ml)",3.16E+0,kgCO₂e,1,個,搖籃到墳墓,2012/01/01～2012/12/31
"高粱酒(58度，600ml)",4.00E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/06/01～2014/05/31
"水性白膠",1.10E+0,kgCO₂e,1,包,搖籃到墳墓,2012/01/01～2012/12/31
"磨石子地磚(30cm*30cm*2cm)",1.70E+0,kgCO₂e,1,片,搖籃到墳墓,2013/01/01～2013/12/31
"磨石子地磚(30cm*60cm*2cm)",3.20E+0,kgCO₂e,1,片,搖籃到墳墓,2013/01/01～2013/12/31
"磨石子地磚(40cm*40cm*2cm)",3.40E+0,kgCO₂e,1,片,搖籃到墳墓,2013/01/01～2013/12/31
"磨石子地磚(45cm*45cm*2cm)",4.00E+0,kgCO₂e,1,片,搖籃到墳墓,2013/01/01～2013/12/31
"磨石子地磚(50cm*50cm*2.5cm)",5.00E+0,kgCO₂e,1,片,搖籃到墳墓,2013/01/01～2013/12/31
"磨石子地磚(60cm*60cm*2.5cm)",7.50E+0,kgCO₂e,1,片,7.5,2013/01/01～2013/12/31
"豆漿(450ml，鋁箔包裝)",1.60E-1,kgCO₂e,1,盒,搖籃到墳墓,2013/01/01～2013/12/31
"奶茶(250ml，鋁箔包裝)",1.10E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"奶茶(300ml，鋁箔包裝)",1.30E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"奶茶(375ml，鋁箔包裝)",1.60E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"紅茶(250ml，鋁箔包裝)",9.50E-2,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"紅茶(300ml，鋁箔包裝)",1.10E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"紅茶(375ml，鋁箔包裝)",1.30E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"綠茶(250ml，鋁箔包裝)",9.00E-2,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"綠茶(300ml，鋁箔包裝)",1.00E-1,kgCO₂e,1,包,搖籃到墳墓,2013/01/01～2013/12/31
"百貨零售服務",5.00E-2,kgCO₂e,1,每平方米˙每小時,搖籃到墳墓,2014/01/01～2014/12/31
"OPP膠帶",3.85E-1,kgCO₂e,1,平方公尺(m2),搖籃到墳墓,2014/01/01～2014/12/31
"OPP膠帶",6.48E-1,kgCO₂e,1,卷,搖籃到墳墓,2014/01/01～2014/12/31
"PVC膠帶",1.62E+0,kgCO₂e,1,平方公尺(m2),搖籃到墳墓,2014/01/01～2014/12/31
"PVC膠帶",9.35E-1,kgCO₂e,1,卷,搖籃到墳墓,2014/01/01～2014/12/31
"番茄醬",6.48E+0,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"麵粉",g,CO2e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"台灣鯛",2.29E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/04/18～2014/12/03
"太陽光電模組發電(10KW，2014)",9.98E-3,kgCO₂e,1,度(kwh),大門到大門,2014/01/01～2014/12/31
"風力發電機組發電(1500KW，2014)",3.95E-3,kgCO₂e,1,度(kwh),大門到大門,2014/01/01～2014/12/31
"L(低碳鋼)級不銹鋼焊接管",7.48E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(330ml，收縮膜6罐裝)",2.10E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(330ml，收縮膜6罐裝)",1.29E+0,kgCO₂e,1,組,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(330ml，紙箱24罐裝)",2.10E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(330ml，紙箱24罐裝)",5.14E+0,kgCO₂e,1,箱,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(500ml，紙箱24罐裝)",3.20E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(500ml，紙箱24罐裝)",7.64E+0,kgCO₂e,1,箱,搖籃到大門,2014/01/01～2014/12/31
"經典台灣啤酒(600ml，玻璃瓶裝)",3.30E-1,kgCO₂e,1,瓶,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(330ml，收縮膜6罐裝)",2.20E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(330ml，收縮膜6罐裝)",1.33E+0,kgCO₂e,1,組,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(330ml，紙箱24罐裝)",2.20E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(330ml，紙箱24罐裝)",5.30E+0,kgCO₂e,1,箱,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(500ml，紙箱24罐裝)",3.30E-1,kgCO₂e,1,罐,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(500ml，紙箱24罐裝)",7.88E+0,kgCO₂e,1,箱,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(600ml，紙箱12瓶裝)",4.00E-1,kgCO₂e,1,瓶,搖籃到大門,2014/01/01～2014/12/31
"金牌台灣啤酒(600ml，紙箱12瓶裝)",9.48E+0,kgCO₂e,1,箱,搖籃到大門,2014/01/01～2014/12/31
"筆記型電腦(11.6吋)",8.10E+1,kgCO₂e,1,台,搖籃到大門,2015/01/01～2015/03/31
"沐浴乳",1.80E+0,kgCO₂e,1,公升(L),搖籃到大門,2015/03/01～2015/04/30
"沐浴乳(15ml，鋁箔包裝)",5.71E-2,kgCO₂e,1,包,搖籃到大門,2015/03/01～2015/04/30
"沐浴乳(30ml，軟管包裝)",1.15E-1,kgCO₂e,1,罐,搖籃到大門,2015/03/01～2015/04/30
"沐浴乳(30ml，瓶裝包裝)",1.15E-1,kgCO₂e,1,罐,搖籃到大門,2015/03/01～2015/04/30
"苯胺",5.19E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"1馬力磁力驅動無軸封泵浦(不含馬達)",7.80E+1,kgCO₂e,1,台,搖籃到大門,2012/02/01～2012/05/31
"3馬力磁力驅動無軸封泵浦(不含馬達)",9.48E+1,kgCO₂e,1,台,搖籃到大門,2012/02/01～2012/05/31
"硝酸銨鈣(肥料用)",1.80E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"丙三醇",2.16E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"乙二醇丁醚",1.91E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"丙烯醯胺",2.32E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"氬氣",3.00E-1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"硝酸鈉(非肥料用)",3.22E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"木漿(針葉樹化學木漿-半漂白或已漂白)",9.30E-1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"乙二胺",6.18E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"鉛(精鍊，未鍛造)",1.70E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"電解銅(陰極及陰極型精鍊銅-未經塑性加工)",3.87E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"氯化鈉",4.40E-1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"碳酸鈉",1.90E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"氯苯",3.87E+0,kgCO₂e,1,公斤(kg),搖籃到大門,～
"鎂錠",2.87E+1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"微藻素火腿",2.49E+0,kgCO₂e,1,條,搖籃到墳墓,2014/07/01～2015/06/30
"猴頭菇素火腿",2.43E+0,kgCO₂e,1,條,搖籃到墳墓,2014/07/01～2015/06/30
"煙燻素火腿",2.59E+0,kgCO₂e,1,條,搖籃到墳墓,2014/07/01～2015/06/30
"素火腿",2.37E+0,kgCO₂e,1,條,搖籃到墳墓,2014/07/01～2015/06/30
"芝麻粉",2.58E+0,kgCO₂e,1,罐,搖籃到墳墓,2014/07/01～2015/06/30
"清麻油(300ml)",1.38E+0,kgCO₂e,1,瓶,搖籃到墳墓,2014/07/01～2015/06/30
"清麻油(500ml)",2.54E+0,kgCO₂e,1,瓶,搖籃到墳墓,2014/07/01～2015/06/30
"黑麻油(300ml)",1.38E+0,kgCO₂e,1,瓶,搖籃到墳墓,2014/07/01～2015/06/30
"黑麻油(500ml)",2.53E+0,kgCO₂e,1,瓶,搖籃到墳墓,2014/07/01～2015/06/30
"苯",1.82E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"對二甲苯/鄰二甲苯",1.81E+0,KgCO2e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"氯乙烯單體",2.89E+0,KgCO2e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"通用級聚苯乙烯(GPPS)",1.97E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"耐衝擊聚苯乙烯(HIPS)",2.72E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"線性低密度聚乙烯(LLDPE)",2.01E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"丙烯腈",3.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"聚酯棉",4.17E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"聚酯粒",3.74E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"聚丙烯腈棉",4.76E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"醇酸樹脂",3.18E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"聚醯胺接著劑",3.61E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"水性水泥漆",1.33E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"平板玻璃",1.12E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"電力碳足跡(2014)",6.50E-1,kgCO₂e,1,度(kwh),搖籃到大門,2014/01/01～2014/12/31
"燃料油使用(蒸餘油/重油使用，2014)",4.00E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"柴油(未燃燒，2014)",7.50E-1,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"柴油(於固定源使用，2014)",3.45E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"柴油(於移動源使用，2014)",3.48E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"車用汽油(未燃燒，2014)",6.70E-1,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"車用汽油(於固定源使用，2014)",3.02E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"車用汽油(於移動源使用，2014)",3.10E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"天然氣(於固定源使用，2014)",2.61E+0,kgCO₂e,1,立方公尺(m3),搖籃到大門,2014/01/01～2014/12/31
"液化石油氣(於固定源使用，2014)",2.26E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"煤油使用(2014)",3.02E+0,kgCO₂e,1,公升(L),搖籃到大門,2014/01/01～2014/12/31
"筆記型電腦照相機模组",4.10E-1,kgCO₂e,1,個,搖籃到大門,2015/01/01～2015/03/31
"筆記型電腦鍵盤",8.90E-1,kgCO₂e,1,個,搖籃到大門,2015/01/01～2015/03/31
"筆記型電腦觸控板",3.06E+0,kgCO₂e,1,片,搖籃到大門,2014/09/01～2015/03/31
"螺絲(不含球化、表面皮膜處理與電鍍)",3.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"螺絲(含球化與表面皮膜處理及電鍍)",3.41E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"不銹鋼焊接管",1.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"液氯",1.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"氫氧化鉀",1.47E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"二甲醚",2.28E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"硝酸，98％",1.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"丙酮",1.82E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"冰醋酸(甲醇羰基化法)",1.44E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"冰醋酸(醋酸甲酯與甲醇共沸物羰基合成法)",2.05E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2014/01/01～2014/12/31
"尿素甲醛樹脂(65％固形物)",1.62E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2005/01/01～2005/01/01
"污泥掩埋處理服務",3.00E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"食用玉蜀黍",2.90E-1,kgCO₂e,1,公斤(kg),搖籃到大門,1998/01/01～2001/01/01
"石灰石",5.35E-3,kgCO₂e,1,公斤(kg),搖籃到大門,1992/01/01～2002/01/01
"國內海運貨物運輸服務(柴油動力)",3.34E-2,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2001/01/01～2001/01/01
"國內海運貨物運輸服務(燃料油動力)",3.54E-2,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2001/01/01～2001/01/01
"國際海運貨物運輸服務(燃料油動力)",1.98E-2,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2001/01/01～2001/01/01
"蔗糖",3.70E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"糖蜜",3.20E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"混凝土及水泥砂漿用水淬高爐爐碴粉(散裝)",5.04E+1,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"混凝土及水泥砂漿用水淬高爐爐碴粉(太空包裝)",5.47E+1,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"飛灰爐石粉(散裝)",4.82E+1,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"飛灰爐石粉(太空包裝)",5.25E+1,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"卜特蘭高爐爐碴水泥(散裝)",5.13E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"卜特蘭高爐爐碴水泥(太空包裝)",5.17E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"新型高爐水泥(50kg，紙袋裝)",2.30E+1,kgCO₂e,1,包,搖籃到大門,2013/01/01～2013/12/31
"地質改良處理劑(散裝)",3.14E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"地質改良處理劑(太空包裝)",3.18E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"地質改良處理劑(50kg，紙袋裝)",1.59E+1,kgCO₂e,1,包,搖籃到大門,2013/01/01～2013/12/31
"瀝青鋪面用粒料(散裝)",4.72E+0,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"筆記型電腦包裝紙箱(三層一浪)",5.30E-1,kgCO₂e,1,個,搖籃到大門,2015/01/01～2015/03/31
"筆記型電腦包裝紙箱(三層一浪)",2.05E-3,kgCO₂e,1,公克(g),搖籃到大門,2015/01/01～2015/03/31
"筆記型電腦電源線(含插頭端)",6.80E-1,kgCO₂e,1,條,搖籃到大門,2014/01/01～2014/12/31
"食品包裝紙容器",8.24E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"食品包裝紙容器",9.65E-2,kgCO₂e,1,平方公尺(m2),搖籃到大門,2009/01/01～2009/12/31
"石英晶體振盪器(AW系列)",6.00E-2,kgCO₂e,1,顆,搖籃到大門,2014/01/01～2014/12/31
"氣冷轉爐石級配料(散裝)",1.58E+0,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"氣冷高爐石級配料(散裝)",1.69E+0,kgCO₂e,1,公噸(mt),搖籃到大門,2013/01/01～2013/12/31
"大豆沙拉油(0.6L)",8.95E-1,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"大豆沙拉油(2L)",3.07E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"大豆沙拉油(2.6L)",3.87E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"大豆沙拉油(3L)",4.45E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"大豆沙拉油(18L)",2.77E+1,kgCO₂e,1,桶,搖籃到墳墓,2013/01/01～2013/12/31
"大豆沙拉油(18kg)",3.04E+1,kgCO₂e,1,桶,搖籃到墳墓,2013/01/01～2013/12/31
"烤酥油(2L)",3.07E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"烤酥油(3L)",4.42E+0,kgCO₂e,1,瓶,搖籃到墳墓,2013/01/01～2013/12/31
"烤酥油(18L)",2.75E+1,kgCO₂e,1,桶,搖籃到墳墓,2013/01/01～2013/12/31
"烤酥油(18kg)",3.05E+1,kgCO₂e,1,桶,搖籃到墳墓,2013/01/01～2013/12/31
"電力碳足跡(2013)",6.60E-1,kgCO₂e,1,度(kwh),搖籃至大門,2013/01/01～2013/12/31
"燃料油使用(蒸餘油/重油使用，2013)",4.02E+0,kgCO₂e,1,公升(L),搖籃至大門,2013/01/01～2013/12/31
"柴油(未燃燒，2013)",7.60E-1,kgCO₂e,1,公升(L),搖籃至大門,2013/01/01～2013/12/31
"柴油(於固定源使用，2013)",3.46E+0,kgCO₂e,1,公升(L),搖籃至大門,2013/01/01～2013/12/31
"柴油(於移動源使用，2013)",3.49E+0,kgCO₂e,1,公升(L),搖籃至大門,2013/01/01～2013/12/31
"車用汽油(未燃燒，2013)",6.90E-1,kgCO₂e,1,公升(L),搖籃到大門,2013/01/01～2013/12/31
"車用汽油(於固定源使用，2013)",3.03E+0,kgCO₂e,1,公升(L),搖籃至大門,2013/01/01～2013/12/31
